Customer ID,Age,Gender,Location,Subscription Status,Item Purchased,Category,Size,Color,Season,Purchase Amount (USD),Previous Purchases,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Promo_Dependency_Score,Review Rating,Review_Satisfaction_Score,Purchase_Intensity_Score,Frequency_Category_Score,Category_Diversity,Normalized_Category_Diversity,Customer_Value_Tier,Loyalty_Score_A,Loyalty_Score_B,Promo_Dependency_Segment,Customer_Engagement_Segment,Master_Customer_Segment
448,60,Male,Washington,Yes,Shorts,Clothing,S,Turquoise,Spring,82,7,Bank Transfer,Standard,1,1,1,3.6,0.72,0.14,0.35,1,1,High Value,0.334,0.48,Highly Promo Dependent,Low Engagement,Discount Survivors
449,32,Male,Missouri,Yes,Gloves,Accessories,M,Yellow,Summer,23,35,Bank Transfer,Next Day Air,1,1,1,3.4,0.68,0.7,0.8,1,1,Low Value,0.588,0.465,Highly Promo Dependent,Highly Engaged,Discount Survivors
450,26,Male,New York,Yes,Jewelry,Accessories,L,Peach,Summer,45,35,Bank Transfer,2-Day Shipping,1,1,1,2.9,0.58,0.7,0.6,1,1,Low Value,0.538,0.575,Highly Promo Dependent,Highly Engaged,Discount Survivors
451,25,Male,Connecticut,Yes,Boots,Footwear,L,Beige,Summer,21,19,Credit Card,Store Pickup,1,1,1,2.7,0.54,0.38,0.6,1,1,Low Value,0.438,0.295,Highly Promo Dependent,Low Engagement,Discount Survivors
452,66,Male,Virginia,Yes,Jewelry,Accessories,M,Pink,Summer,31,26,Credit Card,Express,1,1,1,4.3,0.86,0.52,0.8,1,1,Low Value,0.552,0.415,Highly Promo Dependent,Moderately Engaged,Discount Survivors
453,45,Male,Missouri,Yes,Pants,Clothing,M,Violet,Summer,45,39,PayPal,Express,1,1,1,,,0.78,0.8,1,1,Low Value,0.619001294,0.615,Highly Promo Dependent,Highly Engaged,Discount Survivors
454,54,Male,Nebraska,Yes,Jewelry,Accessories,XL,Peach,Winter,56,22,Credit Card,Next Day Air,1,1,1,2.8,0.56,0.44,1,1,1,Mid Value,0.538,0.5,Highly Promo Dependent,Moderately Engaged,Discount Survivors
455,37,Male,New Jersey,Yes,Jacket,Outerwear,S,Gold,Summer,97,14,Cash,Next Day Air,1,1,1,3.2,0.64,0.28,0.75,1,1,High Value,0.448,0.625,Highly Promo Dependent,Low Engagement,Discount Survivors
456,54,Male,Utah,Yes,Blouse,Clothing,XL,Gold,Fall,100,50,Debit Card,Store Pickup,1,1,1,3.6,0.72,1,0.8,1,1,High Value,0.682,1,Highly Promo Dependent,Highly Engaged,Discount Survivors
457,50,Male,North Carolina,Yes,Blouse,Clothing,S,Indigo,Fall,96,33,Credit Card,2-Day Shipping,1,1,1,4,0.8,0.66,0.4,1,1,High Value,0.508,0.81,Highly Promo Dependent,Moderately Engaged,Discount Survivors
458,25,Male,Rhode Island,Yes,Gloves,Accessories,M,Blue,Spring,99,48,Debit Card,Next Day Air,1,1,1,4.9,0.98,0.96,0.35,1,1,High Value,0.606,0.975,Highly Promo Dependent,Highly Engaged,Discount Survivors
459,47,Male,Arkansas,Yes,Shorts,Clothing,L,Black,Winter,91,48,PayPal,2-Day Shipping,1,1,1,4,0.8,0.96,0.6,1,1,High Value,0.638,0.935,Highly Promo Dependent,Highly Engaged,Discount Survivors
460,63,Male,Maryland,Yes,Hat,Accessories,L,Black,Winter,30,27,PayPal,Standard,1,1,1,3.8,0.76,0.54,0.8,1,1,Low Value,0.548,0.42,Highly Promo Dependent,Moderately Engaged,Discount Survivors
461,64,Male,South Carolina,Yes,Shoes,Footwear,L,Teal,Summer,65,27,Bank Transfer,Store Pickup,1,1,1,,,0.54,1,1,1,Mid Value,0.587001294,0.595,Highly Promo Dependent,Moderately Engaged,Discount Survivors
462,18,Male,Ohio,Yes,Boots,Footwear,M,Yellow,Winter,93,20,Venmo,Express,1,1,1,3.9,0.78,0.4,1,1,1,High Value,0.548,0.665,Highly Promo Dependent,Moderately Engaged,Discount Survivors
463,59,Male,Illinois,Yes,Jacket,Outerwear,M,White,Fall,81,48,Venmo,Express,1,1,1,3.3,0.66,0.96,0.35,1,1,High Value,0.574,0.885,Highly Promo Dependent,Highly Engaged,Discount Survivors
464,37,Male,Georgia,Yes,Jewelry,Accessories,S,Orange,Summer,81,29,Venmo,Standard,1,1,1,2.7,0.54,0.58,1,1,1,High Value,0.578,0.695,Highly Promo Dependent,Moderately Engaged,Discount Survivors
465,23,Male,Alabama,Yes,Sunglasses,Accessories,M,Silver,Winter,52,45,PayPal,Next Day Air,1,1,1,4.7,0.94,0.9,0.6,1,1,Mid Value,0.634,0.71,Highly Promo Dependent,Highly Engaged,Discount Survivors
466,54,Male,Oklahoma,Yes,Skirt,Clothing,M,Pink,Summer,88,25,Cash,Next Day Air,1,1,1,2.8,0.56,0.5,0.4,1,1,High Value,0.436,0.69,Highly Promo Dependent,Moderately Engaged,Discount Survivors
467,38,Male,Vermont,Yes,Jeans,Clothing,L,Turquoise,Winter,24,25,PayPal,Free Shipping,1,1,1,4.6,0.92,0.5,1,1,1,Low Value,0.592,0.37,Highly Promo Dependent,Moderately Engaged,Discount Survivors
468,19,Male,Nebraska,Yes,Backpack,Accessories,S,Orange,Spring,51,37,Debit Card,2-Day Shipping,1,1,1,4.5,0.9,0.74,0.35,1,1,Mid Value,0.532,0.625,Highly Promo Dependent,Highly Engaged,Discount Survivors
469,34,Male,Georgia,Yes,Backpack,Accessories,S,Peach,Fall,38,16,Cash,Free Shipping,1,1,1,5,1,0.32,0.4,1,1,Low Value,0.426,0.35,Highly Promo Dependent,Low Engagement,Discount Survivors
470,21,Male,Alabama,Yes,Shorts,Clothing,L,Pink,Fall,46,30,Debit Card,2-Day Shipping,1,1,1,4.1,0.82,0.6,0.75,1,1,Mid Value,0.562,0.53,Highly Promo Dependent,Moderately Engaged,Discount Survivors
471,50,Male,Minnesota,Yes,Dress,Clothing,L,Teal,Summer,63,6,Cash,Express,1,1,1,4.6,0.92,0.12,0.35,1,1,Mid Value,0.348,0.375,Highly Promo Dependent,Low Engagement,Discount Survivors
472,55,Male,Missouri,Yes,Scarf,Accessories,XL,White,Winter,72,36,Bank Transfer,2-Day Shipping,1,1,1,4.9,0.98,0.72,0.4,1,1,Mid Value,0.544,0.72,Highly Promo Dependent,Highly Engaged,Discount Survivors
473,20,Male,Georgia,Yes,Jeans,Clothing,L,Gray,Winter,39,3,Bank Transfer,Free Shipping,1,1,1,3.9,0.78,0.06,0.4,1,1,Low Value,0.326,0.225,Highly Promo Dependent,Low Engagement,Discount Survivors
474,34,Male,West Virginia,Yes,Coat,Outerwear,L,Olive,Spring,42,29,PayPal,Store Pickup,1,1,1,3.9,0.78,0.58,0.35,1,1,Low Value,0.472,0.5,Highly Promo Dependent,Moderately Engaged,Discount Survivors
475,62,Male,Arkansas,Yes,Sweater,Clothing,XL,Maroon,Summer,76,15,Cash,2-Day Shipping,1,1,1,2.6,0.52,0.3,0.4,1,1,High Value,0.372,0.53,Highly Promo Dependent,Low Engagement,Discount Survivors
476,21,Male,Ohio,Yes,Sneakers,Footwear,L,Magenta,Summer,66,18,Debit Card,Free Shipping,1,1,1,2.7,0.54,0.36,0.2,1,1,Mid Value,0.352,0.51,Highly Promo Dependent,Low Engagement,Discount Survivors
477,21,Male,Connecticut,Yes,Scarf,Accessories,M,Magenta,Spring,90,2,Debit Card,Free Shipping,1,1,1,3.5,0.7,0.04,0.8,1,1,High Value,0.392,0.47,Highly Promo Dependent,Low Engagement,Discount Survivors
478,42,Male,North Dakota,Yes,Sweater,Clothing,M,Green,Summer,56,49,Debit Card,Free Shipping,1,1,1,3.7,0.74,0.98,1,1,1,Mid Value,0.718,0.77,Highly Promo Dependent,Highly Engaged,Discount Survivors
479,35,Male,Kansas,Yes,Jewelry,Accessories,XL,Turquoise,Winter,43,48,Venmo,Free Shipping,1,1,1,3.2,0.64,0.96,0.2,1,1,Low Value,0.542,0.695,Highly Promo Dependent,Highly Engaged,Discount Survivors
480,39,Male,Iowa,Yes,Handbag,Accessories,L,Yellow,Winter,84,43,Venmo,Store Pickup,1,1,1,3.3,0.66,0.86,0.6,1,1,High Value,0.594,0.85,Highly Promo Dependent,Highly Engaged,Discount Survivors
481,68,Male,Vermont,Yes,Hoodie,Clothing,M,Gray,Summer,88,30,Debit Card,Standard,1,1,1,4.8,0.96,0.6,0.75,1,1,High Value,0.576,0.74,Highly Promo Dependent,Moderately Engaged,Discount Survivors
482,46,Male,Wisconsin,Yes,Hat,Accessories,L,Peach,Fall,88,10,PayPal,2-Day Shipping,1,1,1,3.2,0.64,0.2,0.8,1,1,High Value,0.434,0.54,Highly Promo Dependent,Low Engagement,Discount Survivors
483,41,Male,Connecticut,Yes,Belt,Accessories,M,Yellow,Winter,42,11,Venmo,2-Day Shipping,1,1,1,2.5,0.5,0.22,0.2,1,1,Low Value,0.306,0.32,Highly Promo Dependent,Low Engagement,Discount Survivors
484,23,Male,Oklahoma,Yes,Hoodie,Clothing,M,White,Fall,73,12,Debit Card,Store Pickup,1,1,1,3.9,0.78,0.24,1,1,1,Mid Value,0.5,0.485,Highly Promo Dependent,Low Engagement,Discount Survivors
485,68,Male,Missouri,Yes,Hat,Accessories,L,Lavender,Summer,73,28,Bank Transfer,Free Shipping,1,1,1,4.7,0.94,0.56,0.4,1,1,Mid Value,0.492,0.645,Highly Promo Dependent,Moderately Engaged,Discount Survivors
486,48,Male,Tennessee,Yes,Shoes,Footwear,S,Blue,Spring,44,36,Debit Card,Next Day Air,1,1,1,2.6,0.52,0.72,0.8,1,1,Low Value,0.578,0.58,Highly Promo Dependent,Highly Engaged,Discount Survivors
487,38,Male,New Mexico,Yes,Sandals,Footwear,M,Charcoal,Fall,63,37,Venmo,Store Pickup,1,1,1,2.8,0.56,0.74,0.35,1,1,Mid Value,0.498,0.685,Highly Promo Dependent,Highly Engaged,Discount Survivors
488,41,Male,Iowa,Yes,Jacket,Outerwear,L,Red,Winter,68,22,Credit Card,Store Pickup,1,1,1,4.4,0.88,0.44,0.4,1,1,Mid Value,0.45,0.56,Highly Promo Dependent,Moderately Engaged,Discount Survivors
489,58,Male,Maine,Yes,Sweater,Clothing,L,Olive,Spring,29,32,Venmo,Standard,1,1,1,4.6,0.92,0.64,1,1,1,Low Value,0.634,0.465,Highly Promo Dependent,Moderately Engaged,Discount Survivors
490,49,Male,South Dakota,Yes,Socks,Clothing,M,Green,Summer,85,40,PayPal,Standard,1,1,1,3.2,0.64,0.8,0.2,1,1,High Value,0.494,0.825,Highly Promo Dependent,Highly Engaged,Discount Survivors
491,57,Male,Colorado,Yes,Sneakers,Footwear,M,Silver,Winter,42,47,Cash,2-Day Shipping,1,1,1,4.2,0.84,0.94,0.6,1,1,Low Value,0.636,0.68,Highly Promo Dependent,Highly Engaged,Discount Survivors
492,49,Male,Vermont,Yes,Coat,Outerwear,M,Silver,Summer,69,24,Credit Card,2-Day Shipping,1,1,1,,,0.48,0.75,1,1,Mid Value,0.519001294,0.585,Highly Promo Dependent,Moderately Engaged,Discount Survivors
493,50,Male,Michigan,Yes,Shirt,Clothing,M,Black,Fall,62,11,Debit Card,Standard,1,1,1,3.9,0.78,0.22,1,1,1,Mid Value,0.494,0.42,Highly Promo Dependent,Low Engagement,Discount Survivors
494,28,Male,Nevada,Yes,Backpack,Accessories,XL,Red,Summer,48,19,Cash,Store Pickup,1,1,1,4.7,0.94,0.38,0.75,1,1,Mid Value,0.508,0.43,Highly Promo Dependent,Low Engagement,Discount Survivors
495,38,Male,Indiana,Yes,Boots,Footwear,M,Indigo,Winter,68,42,Debit Card,Express,1,1,1,4.5,0.9,0.84,1,1,1,Mid Value,0.692,0.76,Highly Promo Dependent,Highly Engaged,Discount Survivors
496,33,Male,Michigan,Yes,Handbag,Accessories,XL,Cyan,Fall,36,6,Debit Card,Free Shipping,1,1,1,3.3,0.66,0.12,0.8,1,1,Low Value,0.412,0.24,Highly Promo Dependent,Low Engagement,Discount Survivors
497,30,Male,California,Yes,Dress,Clothing,S,Maroon,Fall,63,31,Venmo,Express,1,1,1,3.3,0.66,0.62,0.8,1,1,Mid Value,0.562,0.625,Highly Promo Dependent,Moderately Engaged,Discount Survivors
498,43,Male,Oklahoma,Yes,Sneakers,Footwear,S,Silver,Winter,39,31,Cash,Free Shipping,1,1,1,4.6,0.92,0.62,1,1,1,Low Value,0.628,0.505,Highly Promo Dependent,Moderately Engaged,Discount Survivors
499,43,Male,Iowa,Yes,Boots,Footwear,M,Lavender,Spring,78,27,Bank Transfer,Free Shipping,1,1,1,3.6,0.72,0.54,0.6,1,1,High Value,0.504,0.66,Highly Promo Dependent,Moderately Engaged,Discount Survivors
500,36,Male,Rhode Island,Yes,Shoes,Footwear,L,Silver,Winter,99,24,PayPal,Express,1,1,1,4.8,0.96,0.48,0.6,1,1,High Value,0.51,0.735,Highly Promo Dependent,Moderately Engaged,Discount Survivors
501,36,Male,Washington,Yes,T-shirt,Clothing,L,Purple,Fall,31,35,Venmo,Next Day Air,1,1,1,4.8,0.96,0.7,0.35,1,1,Low Value,0.526,0.505,Highly Promo Dependent,Highly Engaged,Discount Survivors
502,64,Male,Florida,Yes,Boots,Footwear,M,Cyan,Spring,45,21,Venmo,Next Day Air,1,1,1,2.9,0.58,0.42,0.2,1,1,Low Value,0.374,0.435,Highly Promo Dependent,Moderately Engaged,Discount Survivors
503,59,Male,South Carolina,Yes,Pants,Clothing,S,Cyan,Fall,30,8,PayPal,Express,1,1,1,2.8,0.56,0.16,0.8,1,1,Low Value,0.414,0.23,Highly Promo Dependent,Low Engagement,Discount Survivors
504,55,Male,West Virginia,Yes,Shoes,Footwear,M,Lavender,Summer,24,26,Bank Transfer,Next Day Air,1,1,1,3.2,0.64,0.52,0.4,1,1,Low Value,0.45,0.38,Highly Promo Dependent,Moderately Engaged,Discount Survivors
505,42,Male,Missouri,Yes,Shoes,Footwear,M,Maroon,Winter,22,26,PayPal,Free Shipping,1,1,1,3.9,0.78,0.52,0.2,1,1,Low Value,0.424,0.37,Highly Promo Dependent,Moderately Engaged,Discount Survivors
506,61,Male,Maine,Yes,T-shirt,Clothing,L,Gray,Spring,63,9,Cash,Express,1,1,1,4.3,0.86,0.18,0.75,1,1,Mid Value,0.44,0.405,Highly Promo Dependent,Low Engagement,Discount Survivors
507,28,Male,Georgia,Yes,Scarf,Accessories,M,Olive,Fall,40,48,Debit Card,2-Day Shipping,1,1,1,2.7,0.54,0.96,0.2,1,1,Low Value,0.532,0.68,Highly Promo Dependent,Highly Engaged,Discount Survivors
508,65,Male,Maine,Yes,Shorts,Clothing,M,Magenta,Spring,20,33,Debit Card,Store Pickup,1,1,1,5,1,0.66,0.8,1,1,Low Value,0.608,0.43,Highly Promo Dependent,Moderately Engaged,Discount Survivors
509,27,Male,Illinois,Yes,Jewelry,Accessories,S,Yellow,Winter,20,31,PayPal,Store Pickup,1,1,1,3.7,0.74,0.62,0.4,1,1,Low Value,0.49,0.41,Highly Promo Dependent,Moderately Engaged,Discount Survivors
510,41,Male,Delaware,Yes,T-shirt,Clothing,L,Cyan,Summer,80,17,Debit Card,Free Shipping,1,1,1,3.9,0.78,0.34,1,1,1,High Value,0.53,0.57,Highly Promo Dependent,Low Engagement,Discount Survivors
511,21,Male,West Virginia,Yes,Shirt,Clothing,M,Teal,Fall,87,22,Venmo,2-Day Shipping,1,1,1,3.9,0.78,0.44,0.2,1,1,High Value,0.4,0.655,Highly Promo Dependent,Moderately Engaged,Discount Survivors
512,61,Male,Hawaii,Yes,Shirt,Clothing,L,Yellow,Fall,46,8,PayPal,Free Shipping,1,1,1,3.1,0.62,0.16,0.2,1,1,Mid Value,0.3,0.31,Highly Promo Dependent,Low Engagement,Discount Survivors
513,19,Male,New York,Yes,Gloves,Accessories,L,Peach,Winter,49,2,Bank Transfer,Next Day Air,1,1,1,,,0.04,0.6,1,1,Mid Value,0.357001294,0.265,Highly Promo Dependent,Low Engagement,Discount Survivors
514,22,Male,New Mexico,Yes,Scarf,Accessories,M,Peach,Fall,65,45,Venmo,Store Pickup,1,1,1,3.6,0.72,0.9,0.2,1,1,Mid Value,0.532,0.775,Highly Promo Dependent,Highly Engaged,Discount Survivors
515,64,Male,Indiana,Yes,Skirt,Clothing,S,Olive,Winter,62,47,PayPal,Standard,1,1,1,4.3,0.86,0.94,0.4,1,1,Mid Value,0.598,0.78,Highly Promo Dependent,Highly Engaged,Discount Survivors
516,28,Male,Kentucky,Yes,Hat,Accessories,L,Charcoal,Spring,67,7,Cash,Next Day Air,1,1,1,4.5,0.9,0.14,0.6,1,1,Mid Value,0.402,0.405,Highly Promo Dependent,Low Engagement,Discount Survivors
517,34,Male,West Virginia,Yes,Hoodie,Clothing,L,Indigo,Fall,41,19,Debit Card,2-Day Shipping,1,1,1,2.8,0.56,0.38,0.75,1,1,Low Value,0.47,0.395,Highly Promo Dependent,Low Engagement,Discount Survivors
518,61,Male,North Dakota,Yes,Boots,Footwear,L,Silver,Fall,49,44,Cash,Free Shipping,1,1,1,2.7,0.54,0.88,0.35,1,1,Mid Value,0.538,0.685,Highly Promo Dependent,Highly Engaged,Discount Survivors
519,24,Male,Oregon,Yes,Blouse,Clothing,M,Beige,Fall,100,16,Venmo,Next Day Air,1,1,1,2.9,0.58,0.32,0.35,1,1,High Value,0.374,0.66,Highly Promo Dependent,Low Engagement,Discount Survivors
520,19,Male,Minnesota,Yes,Belt,Accessories,L,Blue,Summer,54,17,Bank Transfer,2-Day Shipping,1,1,1,4.4,0.88,0.34,0.4,1,1,Mid Value,0.42,0.44,Highly Promo Dependent,Low Engagement,Discount Survivors
521,51,Male,South Carolina,Yes,Sunglasses,Accessories,M,White,Spring,84,20,Debit Card,Free Shipping,1,1,1,3.9,0.78,0.4,0.4,1,1,High Value,0.428,0.62,Highly Promo Dependent,Moderately Engaged,Discount Survivors
522,36,Male,Vermont,Yes,Shorts,Clothing,L,Gold,Winter,41,50,Bank Transfer,Standard,1,1,1,3.5,0.7,1,0.2,1,1,Low Value,0.56,0.705,Highly Promo Dependent,Highly Engaged,Discount Survivors
523,65,Male,Minnesota,Yes,Gloves,Accessories,M,Blue,Spring,88,37,Cash,Store Pickup,1,1,1,2.5,0.5,0.74,0.4,1,1,High Value,0.502,0.81,Highly Promo Dependent,Highly Engaged,Discount Survivors
524,46,Male,Delaware,Yes,Sandals,Footwear,M,Orange,Spring,40,5,PayPal,Express,1,1,1,4.9,0.98,0.1,0.4,1,1,Low Value,0.358,0.25,Highly Promo Dependent,Low Engagement,Discount Survivors
525,59,Male,Pennsylvania,Yes,Shirt,Clothing,M,Gold,Summer,39,44,PayPal,Free Shipping,1,1,1,4.8,0.96,0.88,0.2,1,1,Low Value,0.55,0.635,Highly Promo Dependent,Highly Engaged,Discount Survivors
526,51,Male,Iowa,Yes,Coat,Outerwear,M,Cyan,Spring,37,41,Debit Card,Next Day Air,1,1,1,3.2,0.64,0.82,0.6,1,1,Low Value,0.58,0.595,Highly Promo Dependent,Highly Engaged,Discount Survivors
527,51,Male,New Jersey,Yes,Pants,Clothing,S,Red,Winter,52,19,Cash,Standard,1,1,1,4.9,0.98,0.38,0.6,1,1,Mid Value,0.482,0.45,Highly Promo Dependent,Low Engagement,Discount Survivors
528,21,Male,South Carolina,Yes,T-shirt,Clothing,L,Yellow,Winter,23,47,Bank Transfer,Next Day Air,1,1,1,4.3,0.86,0.94,0.35,1,1,Low Value,0.588,0.585,Highly Promo Dependent,Highly Engaged,Discount Survivors
529,34,Male,Maryland,Yes,Sneakers,Footwear,S,Beige,Winter,88,40,Cash,Express,1,1,1,3.2,0.64,0.8,0.2,1,1,High Value,0.494,0.84,Highly Promo Dependent,Highly Engaged,Discount Survivors
530,32,Male,California,Yes,Shorts,Clothing,M,Orange,Fall,84,6,Credit Card,Standard,1,1,1,3.7,0.74,0.12,0.6,1,1,High Value,0.38,0.48,Highly Promo Dependent,Low Engagement,Discount Survivors
531,48,Male,Montana,Yes,Coat,Outerwear,XL,Magenta,Winter,37,25,Credit Card,Store Pickup,1,1,1,3.2,0.64,0.5,0.75,1,1,Low Value,0.514,0.435,Highly Promo Dependent,Moderately Engaged,Discount Survivors
532,50,Male,Vermont,Yes,Sandals,Footwear,L,Purple,Fall,51,42,Cash,Next Day Air,1,1,1,3.4,0.68,0.84,1,1,1,Mid Value,0.67,0.675,Highly Promo Dependent,Highly Engaged,Discount Survivors
533,26,Male,Texas,Yes,Pants,Clothing,L,Black,Winter,76,35,Bank Transfer,Express,1,1,1,4.1,0.82,0.7,0.35,1,1,High Value,0.512,0.73,Highly Promo Dependent,Highly Engaged,Discount Survivors
534,57,Male,North Carolina,Yes,Sandals,Footwear,L,Pink,Spring,60,17,Debit Card,Next Day Air,1,1,1,4.5,0.9,0.34,1,1,1,Mid Value,0.542,0.47,Highly Promo Dependent,Low Engagement,Discount Survivors
535,65,Male,Florida,Yes,Gloves,Accessories,L,Pink,Fall,72,4,PayPal,Next Day Air,1,1,1,4.5,0.9,0.08,0.4,1,1,Mid Value,0.344,0.4,Highly Promo Dependent,Low Engagement,Discount Survivors
536,56,Male,West Virginia,Yes,T-shirt,Clothing,L,Maroon,Spring,45,24,Bank Transfer,Free Shipping,1,1,1,3.2,0.64,0.48,1,1,1,Low Value,0.558,0.465,Highly Promo Dependent,Moderately Engaged,Discount Survivors
537,44,Male,Illinois,Yes,Jacket,Outerwear,S,Maroon,Fall,84,16,Debit Card,Store Pickup,1,1,1,4.4,0.88,0.32,0.35,1,1,High Value,0.404,0.58,Highly Promo Dependent,Low Engagement,Discount Survivors
538,50,Male,Virginia,Yes,Blouse,Clothing,S,Turquoise,Summer,49,14,Debit Card,Store Pickup,1,1,1,3,0.6,0.28,0.2,1,1,Mid Value,0.334,0.385,Highly Promo Dependent,Low Engagement,Discount Survivors
539,27,Male,Virginia,Yes,Socks,Clothing,XL,Green,Spring,22,43,Cash,Free Shipping,1,1,1,3.2,0.64,0.86,1,1,1,Low Value,0.672,0.54,Highly Promo Dependent,Highly Engaged,Discount Survivors
540,49,Male,Wyoming,Yes,Coat,Outerwear,M,Violet,Winter,48,49,Debit Card,Store Pickup,1,1,1,4,0.8,0.98,1,1,1,Mid Value,0.724,0.73,Highly Promo Dependent,Highly Engaged,Discount Survivors
541,49,Male,South Carolina,Yes,Dress,Clothing,M,Lavender,Spring,37,33,Cash,Next Day Air,1,1,1,3.1,0.62,0.66,0.35,1,1,Low Value,0.48,0.515,Highly Promo Dependent,Moderately Engaged,Discount Survivors
542,52,Male,Connecticut,Yes,Jacket,Outerwear,L,Gray,Fall,27,45,Cash,Next Day Air,1,1,1,2.8,0.56,0.9,0.75,1,1,Low Value,0.626,0.585,Highly Promo Dependent,Highly Engaged,Discount Survivors
543,27,Male,Illinois,Yes,Boots,Footwear,XL,Teal,Spring,79,35,Cash,Next Day Air,1,1,1,4.6,0.92,0.7,0.75,1,1,High Value,0.602,0.745,Highly Promo Dependent,Highly Engaged,Discount Survivors
544,53,Male,Alabama,Yes,Skirt,Clothing,S,Red,Spring,98,11,Credit Card,Express,1,1,1,4.3,0.86,0.22,0.6,1,1,High Value,0.422,0.6,Highly Promo Dependent,Low Engagement,Discount Survivors
545,34,Male,Washington,Yes,Sandals,Footwear,S,Yellow,Summer,64,30,Bank Transfer,Standard,1,1,1,3.3,0.66,0.6,0.35,1,1,Mid Value,0.466,0.62,Highly Promo Dependent,Moderately Engaged,Discount Survivors
546,33,Male,Alabama,Yes,Coat,Outerwear,L,Magenta,Summer,32,48,Debit Card,2-Day Shipping,1,1,1,3.5,0.7,0.96,0.2,1,1,Low Value,0.548,0.64,Highly Promo Dependent,Highly Engaged,Discount Survivors
547,62,Male,New Mexico,Yes,Hoodie,Clothing,M,Brown,Winter,74,45,Venmo,Free Shipping,1,1,1,3.4,0.68,0.9,0.75,1,1,High Value,0.638,0.82,Highly Promo Dependent,Highly Engaged,Discount Survivors
548,38,Male,Nevada,Yes,Jacket,Outerwear,M,Blue,Winter,50,26,Venmo,Free Shipping,1,1,1,2.8,0.56,0.52,1,1,1,Mid Value,0.562,0.51,Highly Promo Dependent,Moderately Engaged,Discount Survivors
549,36,Male,Nebraska,Yes,Backpack,Accessories,M,Black,Winter,64,41,Debit Card,Store Pickup,1,1,1,4.6,0.92,0.82,0.35,1,1,Mid Value,0.558,0.73,Highly Promo Dependent,Highly Engaged,Discount Survivors
550,31,Male,Arizona,Yes,Backpack,Accessories,S,Olive,Fall,29,37,Venmo,Express,1,1,1,3.6,0.72,0.74,0.75,1,1,Low Value,0.594,0.515,Highly Promo Dependent,Highly Engaged,Discount Survivors
551,62,Male,Georgia,Yes,Belt,Accessories,M,Olive,Summer,62,12,PayPal,Store Pickup,1,1,1,3.3,0.66,0.24,1,1,1,Mid Value,0.488,0.43,Highly Promo Dependent,Low Engagement,Discount Survivors
552,29,Male,Idaho,Yes,Coat,Outerwear,XL,Green,Fall,78,27,Cash,2-Day Shipping,1,1,1,3.1,0.62,0.54,0.75,1,1,High Value,0.524,0.66,Highly Promo Dependent,Moderately Engaged,Discount Survivors
553,24,Male,Missouri,Yes,T-shirt,Clothing,M,Peach,Fall,94,18,Bank Transfer,Express,1,1,1,3.5,0.7,0.36,1,1,1,High Value,0.528,0.65,Highly Promo Dependent,Low Engagement,Discount Survivors
554,63,Male,Florida,Yes,Sunglasses,Accessories,M,White,Winter,59,15,Credit Card,Express,1,1,1,3.2,0.64,0.3,0.4,1,1,Mid Value,0.384,0.445,Highly Promo Dependent,Low Engagement,Discount Survivors
555,56,Male,Minnesota,Yes,Sneakers,Footwear,M,Red,Summer,47,34,Bank Transfer,Express,1,1,1,3,0.6,0.68,1,1,1,Mid Value,0.614,0.575,Highly Promo Dependent,Moderately Engaged,Discount Survivors
556,63,Male,Maine,Yes,Gloves,Accessories,M,White,Fall,57,37,Venmo,Express,1,1,1,4.8,0.96,0.74,0.2,1,1,Mid Value,0.508,0.655,Highly Promo Dependent,Highly Engaged,Discount Survivors
557,40,Male,Montana,Yes,Coat,Outerwear,L,Indigo,Winter,90,21,Cash,Store Pickup,1,1,1,5,1,0.42,0.8,1,1,High Value,0.536,0.66,Highly Promo Dependent,Moderately Engaged,Discount Survivors
558,18,Male,Alaska,Yes,Shirt,Clothing,M,White,Spring,60,31,Debit Card,Free Shipping,1,1,1,2.9,0.58,0.62,1,1,1,Mid Value,0.594,0.61,Highly Promo Dependent,Moderately Engaged,Discount Survivors
559,50,Male,Iowa,Yes,Sneakers,Footwear,L,Teal,Fall,77,43,Debit Card,Express,1,1,1,3.2,0.64,0.86,0.35,1,1,High Value,0.542,0.815,Highly Promo Dependent,Highly Engaged,Discount Survivors
560,66,Male,Arizona,Yes,Scarf,Accessories,M,Indigo,Fall,41,22,Bank Transfer,Store Pickup,1,1,1,2.9,0.58,0.44,0.6,1,1,Low Value,0.46,0.425,Highly Promo Dependent,Moderately Engaged,Discount Survivors
561,25,Male,Louisiana,Yes,Jewelry,Accessories,L,Red,Fall,48,12,Debit Card,Free Shipping,1,1,1,,,0.24,0.2,1,1,Mid Value,0.337001294,0.36,Highly Promo Dependent,Low Engagement,Discount Survivors
562,65,Male,Alabama,Yes,Jacket,Outerwear,M,Blue,Fall,65,25,PayPal,Next Day Air,1,1,1,2.6,0.52,0.5,0.8,1,1,Mid Value,0.512,0.575,Highly Promo Dependent,Moderately Engaged,Discount Survivors
563,53,Male,Missouri,Yes,Jeans,Clothing,M,Blue,Summer,62,40,Debit Card,Standard,1,1,1,3.5,0.7,0.8,0.2,1,1,Mid Value,0.5,0.71,Highly Promo Dependent,Highly Engaged,Discount Survivors
